Author,Chapter,Reference,Type,Intertextual_function,Semantic
Rousseau_SCD,1,Sparta,Nominal,['1'],Positive
Rousseau_SCD,1,Athens,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified 1,Nominal,['1'],Neutral
Rousseau_SCD,1,Montaigne,Nominal,['1'],Positive
Rousseau_SCD,1,Plato,Verbal,['2'],Neutral
Rousseau_SCD,1,Romans,Thematic,['3'],Neutral
Rousseau_SCD,1,Spaniards,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Lycurgus,Nominal,['1'],Neutral
Rousseau_SCD,1,OVID,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Voltaire,Nominal,['1'],Negative
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Socrates,Nominal,['3'],Neutral
Rousseau_SCD,1,Sophists,Nominal,['1'],Neutral
Rousseau_SCD,1,Poets,Nominal,['1'],Negative
Rousseau_SCD,1,Orators,Nominal,['1'],Negative
Rousseau_SCD,1,Artists,Nominal,['1'],Negative
Rousseau_SCD,1,Goths,Nominal,['1'],Neutral
Rousseau_SCD,1,Greece,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Thematic,['3'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,3,Decemvirs,Nominal,['1'],Neutral
Rousseau_SCD,1,Montaigne,Nominal,['1'],Negative
Rousseau_SCD,1,Demades,Verbal,['2'],Neutral
Rousseau_SCD,1,Joseph,Nominal,['2'],Neutral
Rousseau_SCD,1,Carle and Pierre Vanloo,Nominal,['2'],Negative
Rousseau_SCD,1,Pigal,Verbal,['2'],Negative
Rousseau_SCD,1,Phidias,Thematic,['1'],Neutral
Rousseau_SCD,1,Praxiteles,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Fabricius,Nominal,['2'],Neutral
Rousseau_SCD,1,Louis the Twelfth,Verbal,['2'],Neutral
Rousseau_SCD,1,Henry the Fourth,Thematic,['2'],Neutral
Rousseau_SCD,1,Socrates,Nominal,['2'],Negative
Rousseau_SCD,1,Providence,Verbal,['4'],Positive
Rousseau_SCD,1,Cato the censor,Nominal,['2'],Positive
Rousseau_SCD,1,Galbas,Nominal,['1'],Neutral
Rousseau_SCD,1,Greek: _oikos_,Nominal,['1'],Neutral
Rousseau_SCD,1,Greek: _nomos_,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Grotius,Nominal,['1'],Neutral
Rousseau_SCD,1,Tacitus,Nominal,['2'],Neutral
Rousseau_SCD,1,Isocrates,Verbal,['4'],Positive
Rousseau_SCD,1,Unidentified,Thematic,['3'],Neutral
Rousseau_SCD,1,Ovid,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Bodin,Nominal,['1'],Positive
Rousseau_SCD,1,Romulus,Thematic,['3'],Neutral
Rousseau_SCD,1,Cretans,Nominal,['1'],Neutral
Rousseau_SCD,1,Lacedæmonians,Verbal,['2'],Positive
Rousseau_SCD,1,Ancient Persians,Thematic,['3'],Positive
Rousseau_SCD,1,Romans,Nominal,['1'],Positive
Rousseau_SCD,1,Alexander,Nominal,['1'],Neutral
Rousseau_SCD,1,American savages,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Fabricius,Thematic,['2'],Negative
Rousseau_SCD,1,Cyneas,Thematic,['2'],Positive
Rousseau_SCD,1,Greece and Asia,Thematic,['1'],Neutral
Rousseau_SCD,1,Carthage,Thematic,['1'],Neutral
Rousseau_SCD,1,Hannibal,Nominal,['2'],Neutral
Rousseau_SCD,1,Cæsar,Thematic,['2'],Neutral
Rousseau_SCD,1,Gauls,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,3,Grotius,Nominal,['1'],Neutral
Rousseau_SCD,1,HORACE,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Socrates,Nominal,['1'],Positive
Rousseau_SCD,1,Elder Cato,Nominal,['1'],Neutral
Rousseau_SCD,1,Greeks,Nominal,['1'],Negative
Rousseau_SCD,1,Epicurus,Nominal,['1'],Neutral
Rousseau_SCD,1,Zeno,Nominal,['1'],Neutral
Rousseau_SCD,1,Arcesilaus,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Law of nature,Nominal,['1'],Neutral
Rousseau_SCD,1,Louis XIV,Nominal,['1'],Positive
Rousseau_SCD,1,Plato,Nominal,['1'],Positive
Rousseau_SCD,1,Diogenes,Nominal,['2'],Neutral
Rousseau_SCD,1,Cato,Verbal,['2'],Neutral
Rousseau_SCD,1,Stoic,Thematic,['2'],Neutral
Rousseau_SCD,1,Locke,Nominal,['3'],Positive
Rousseau_SCD,1,Barbeyrac,Thematic,['3'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Socrates,Nominal,['3'],Positive
Rousseau_SCD,1,Cato,Thematic,['3'],Neutral
Rousseau_SCD,1,Cæsar,Nominal,['2'],Neutral
Rousseau_SCD,1,Pompey,Thematic,['2'],Neutral
Rousseau_SCD,1,Puffendorf,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Macchiavelli,Nominal,['1'],Negative
Rousseau_SCD,1,"philosophers who venture to proclaim the
rights of humanity",Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Locke,Nominal,['1'],Positive
Rousseau_SCD,1,Sidney,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Mussulman,Thematic,['2'],Neutral
Rousseau_SCD,1,Greece,Thematic,['2'],Positive
Rousseau_SCD,1,Italy,Thematic,['2'],Positive
Rousseau_SCD,1,France,Thematic,['2'],Positive
Rousseau_SCD,1,Muses,Thematic,['1'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Lucan,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Athenian Democracy,Thematic,['3'],Negative
Rousseau_SCD,1,philosophers and orators,Thematic,['3'],Negative
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Persians,Thematic,['3'],Neutral
Rousseau_SCD,1,Scythians,Thematic,['3'],Neutral
Rousseau_SCD,1,Germans,Thematic,['3'],Neutral
Rousseau_SCD,1,Rome,Thematic,['3'],Neutral
Rousseau_SCD,1,Plato,Nominal,['1'],Positive
Rousseau_SCD,1,The Hebrews,Nominal,['1'],Neutral
Rousseau_SCD,1,Gerontes at Sparta,Verbal,['2'],Neutral
Rousseau_SCD,1,Senate at Rome,Thematic,['3'],Neutral
Rousseau_SCD,1,Seigneur,Nominal,['1'],Neutral
Rousseau_SCD,1,Puffendorf,Nominal,['1'],Neutral
Rousseau_SCD,1,Pliny,Nominal,['1'],Positive
Rousseau_SCD,1,Brasidas,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Sparta,Nominal,['1'],Positive
Rousseau_SCD,1,Lycurgus,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Thematic,['3'],Neutral
Rousseau_SCD,1,Alexander,Nominal,['2'],Neutral
Rousseau_SCD,1,Marius,Nominal,['2'],Negative
Rousseau_SCD,1,Cæsar,Nominal,['2'],Negative
Rousseau_SCD,1,Sir Robert Filmer,Nominal,['1'],Neutral
Rousseau_SCD,1,Aristotle,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified 1,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Sesostris,Nominal,['2'],Neutral
Rousseau_SCD,1,Cambyses,Nominal,['2'],Neutral
Rousseau_SCD,1,Greeks (in the context of,Nominal,['1'],Neutral
Rousseau_SCD,1,Romans,Nominal,['1'],Neutral
Rousseau_SCD,1,Arabs (in the context of,Nominal,['1'],Neutral
Rousseau_SCD,1,Turks,Nominal,['1'],Neutral
Rousseau_SCD,1,Demosthenes,Nominal,['2'],Negative
Rousseau_SCD,1,Ennius,Nominal,['2'],Negative
Rousseau_SCD,1,Terence,Nominal,['2'],Negative
Rousseau_SCD,1,Ovid,Nominal,['1'],Neutral
Rousseau_SCD,1,Catullus,Nominal,['1'],Neutral
Rousseau_SCD,1,Martial,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Burlamaqui,Nominal,['1'],Positive
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Socrates,Nominal,['1'],Neutral
Rousseau_SCD,1,Ancient philosophers,Nominal,['3'],Negative
Rousseau_SCD,1,Roman jurists,Verbal,['3'],Neutral
Rousseau_SCD,1,Moderns,Thematic,['3'],Negative
Rousseau_SCD,1,Unidentified,Nominal,['1'],Positive
Rousseau_SCD,1,Aristotles,Nominal,['2'],Positive
Rousseau_SCD,1,Plinys,Nominal,['2'],Positive
Rousseau_SCD,1,Christianity,Nominal,['1'],Neutral
Rousseau_SCD,1,Geneva clergy and men of letters,Nominal,['1'],Neutral
Rousseau_SCD,1,Chardin,Nominal,['1'],Neutral
Rousseau_SCD,1,Herodotus,Nominal,['1'],Neutral
Rousseau_SCD,1,Darius,Nominal,['1'],Neutral
Rousseau_SCD,2,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,2,Christianity,Nominal,['1'],Neutral
Rousseau_SCD,2,Gospel,Nominal,['1'],Neutral
Rousseau_SCD,1,Abbé Condillac,Nominal,['1'],Positive
Rousseau_SCD,2,The Gospel,Nominal,['2'],Positive
Rousseau_SCD,2,Roman Christianity,Nominal,['3'],Negative
Rousseau_SCD,2,Lamas,Nominal,['1'],Negative
Rousseau_SCD,2,Japanese,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Caliph Omar,Nominal,['3'],Negative
Rousseau_SCD,1,Alcoran,Verbal,['3'],Neutral
Rousseau_SCD,1,Gregory the Great,Thematic,['3'],Negative
Rousseau_SCD,1,Gospel,Nominal,['3'],Neutral
Rousseau_SCD,1,Academy of Dijon,Verbal,['1'],Neutral
Rousseau_SCD,2,Cæsar,Thematic,['3'],Negative
Rousseau_SCD,2,Catiline,Thematic,['1'],Neutral
Rousseau_SCD,2,Cato,Thematic,['3'],Neutral
Rousseau_SCD,2,Cicero,Nominal,['3'],Neutral
Rousseau_SCD,1,Mandeville,Nominal,['1'],Negative
Rousseau_SCD,1,Sulla,Nominal,['1'],Negative
Rousseau_SCD,1,Alexander of Pheros,Verbal,['2'],Negative
Rousseau_SCD,1,Juvenal,Thematic,['3'],Neutral
Rousseau_SCD,2,Grotius,Nominal,['3'],Positive
Rousseau_SCD,2,Marquis d'Argenson,Verbal,['2'],Positive
Rousseau_SCD,1,Aristotle,Nominal,['1'],Neutral
Rousseau_SCD,1,Unidentified,Nominal,['1'],Neutral
Rousseau_SCD,1,Tacitus,Nominal,['1'],Neutral
Rousseau_SCD,1,Plutarch,Verbal,['2'],Neutral
Rousseau_SCD,1,Grotius,Thematic,['3'],Neutral
Rousseau_SCD,1,Persius,Nominal,['1'],Neutral
Rousseau_SCD,1,Francis Correal,Nominal,['1'],Positive
Rousseau_SCD,1,Locke,Nominal,['1'],Neutral
Rousseau_SCD,1,Hobbes,Nominal,['1'],Negative
Rousseau_SCD,1,jurists,Verbal,['2'],Neutral
Rousseau_SCD,1,author of the Fable of the Bees,Thematic,['3'],Positive
John_Mill_2,2,Political economists,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg Literary Archive,Thematic,['3'],Neutral
John_Mill_2,1,Adam Smith,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,The Project Gutenberg Literary Archive,Nominal,['1'],Neutral
John_Mill_2,4,Adam Smith,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,5,Professor Michael S. Hart,Nominal,['1'],Positive
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,2,Unidentified,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,4,Adam Smith,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,www.gutenberg.org,Nominal,['1'],Neutral
John_Mill_2,4,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,John Stuart Mill,Nominal,['2'],Neutral
John_Mill_2,5,Logic,Nominal,['1'],Neutral
John_Mill_2,5,Principles of Political Economy,Verbal,['2'],Neutral
John_Mill_2,5,Project Gutenberg,Thematic,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,3,Madame Pasta,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Tooke,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg Literary Archive,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,IRS,Thematic,['3'],Neutral
John_Mill_2,5,Project Gutenberg Literary Archive Foundation,Nominal,['1'],Neutral
John_Mill_2,5,Internal,Verbal,['2'],Neutral
John_Mill_2,5,U.S. federal laws and your state’s laws,Thematic,['3'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,2,Political economists,Nominal,['1'],Neutral
John_Mill_2,5,Euclid,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Plato,Nominal,['1'],Neutral
John_Mill_2,5,Greek: empeiria,Nominal,['1'],Neutral
John_Mill_2,5,Greek: technae,Nominal,['1'],Neutral
John_Mill_2,5,Adam Smith,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo--Principles of Political Economy,Nominal,['1'],Neutral
John_Mill_2,3,Mr. M'Culloch,Nominal,['3'],Neutral
John_Mill_2,3,Madame Pasta,Verbal,['3'],Neutral
John_Mill_2,2,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Dugald Stewart,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,1,Parliamentary Review,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo,Nominal,['1'],Positive
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Mill,Verbal,['2'],Neutral
John_Mill_2,1,James Mill,Nominal,['1'],Neutral
John_Mill_2,3,Mr. M'Culloch,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Ricardo,Nominal,['1'],Neutral
John_Mill_2,2,Mr. Attwood,Nominal,['1'],Neutral
John_Mill_2,2,currency school,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,The mercantile system,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,M. Say,Nominal,['1'],Neutral
John_Mill_2,5,Bacon,Nominal,['1'],Positive
John_Mill_2,1,Mr. M'Culloch,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,2,Greek tragedy,Nominal,['1'],Neutral
John_Mill_2,2,semichori,Thematic,['3'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,2,Unidentified,Nominal,['1'],Neutral
John_Mill_2,2,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Euclid,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Unidentified,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg Literary Archive Foundation,Nominal,['1'],Neutral
John_Mill_2,5,Project,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,1,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,5,Project Gutenberg,Nominal,['1'],Neutral
John_Mill_2,5,U.S. copyright law,Nominal,['1'],Neutral
John_Mill_2,3,Unidentified,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,4,Unidentified,Thematic,['3'],Neutral
John_Mill_2,5,Turgot,Nominal,['1'],Neutral
John_Mill_2,5,Unidentified,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
John_Mill_2,4,Mr. Ricardo,Nominal,['1'],Neutral
Jellinek,6,French Declaration,Thematic,['3'],Neutral
Jellinek,6,Declaration of the Rights of Man,Thematic,['3'],Neutral
Jellinek,6,Lally-Tollendal,Nominal,['1'],Positive
Jellinek,6,Mirabeau,Nominal,['1'],Positive
Jellinek,5,NEW HAMPSHIRE,Nominal,['1'],Positive
Jellinek,4,Connecticut,Nominal,['1'],Neutral
Jellinek,4,Rhode Island,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,6,Bill of Rights of,Nominal,['1'],Neutral
Jellinek,6,Habeas Corpus Act of,Thematic,['3'],Neutral
Jellinek,6,Petition of,Nominal,['1'],Neutral
Jellinek,6,Magna Charta libertatum,Thematic,['3'],Neutral
Jellinek,6,Historian of the American Revolution,Nominal,['1'],Positive
Jellinek,7,Roger Williams,Nominal,['1'],Neutral
Jellinek,7,Lafayette,Verbal,['2'],Neutral
Jellinek,7,Reformation,Thematic,['3'],Positive
Jellinek,2,Contrat Social,Nominal,['1'],Neutral
Jellinek,2,Declaration of August,Thematic,['3'],Neutral
Jellinek,6,Contrat Social,Nominal,['1'],Neutral
Jellinek,6,American ideas,Thematic,['3'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,4,Poore,Nominal,['1'],Neutral
Jellinek,4,Delaware,Thematic,['3'],Neutral
Jellinek,4,George Mason,Nominal,['1'],Neutral
Jellinek,4,Madison,Thematic,['3'],Neutral
Jellinek,4,Jefferson,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,2,Rousseau,Nominal,['3'],Negative
Jellinek,2,Declaration of Rights,Thematic,['2'],Positive
Jellinek,2,_Contrat Social_,Nominal,['3'],Negative
Jellinek,2,Taine,Thematic,['3'],Positive
Jellinek,2,Janet,Nominal,['3'],Negative
Jellinek,7,Jesus Christ,Nominal,['1'],Neutral
Jellinek,7,William Penn,Verbal,['2'],Neutral
Jellinek,7,God,Thematic,['3'],Neutral
Jellinek,6,Sir Edward Coke,Nominal,['1'],Neutral
Jellinek,6,Magna Charta,Verbal,['2'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,5,MASSACHUSETTS,Nominal,['1'],Neutral
Jellinek,6,Unidentified,Nominal,['1'],Neutral
Jellinek,2,Paul Janet,Nominal,['1'],Positive
Jellinek,2,Rousseau,Nominal,['1'],Positive
Jellinek,7,John Locke,Nominal,['3'],Neutral
Jellinek,7,Roger Williams,Nominal,['2'],Positive
Jellinek,7,Charles II,Nominal,['2'],Positive
Jellinek,7,Frederick the Great,Nominal,['2'],Neutral
Jellinek,7,Catholic Maryland,Nominal,['2'],Positive
Jellinek,7,William III,Nominal,['2'],Neutral
Jellinek,7,Toleration Act of,Nominal,['1'],Neutral
Jellinek,7,George II,Nominal,['1'],Neutral
Jellinek,7,Magna Charta,Nominal,['1'],Neutral
Jellinek,7,The Gospel,Nominal,['1'],Neutral
Jellinek,2,Unidentified,Nominal,['1'],Neutral
Jellinek,8,Blackstone,Nominal,['1'],Positive
Jellinek,8,Otis,Verbal,['2'],Positive
Jellinek,8,Samuel Adams,Thematic,['3'],Positive
Jellinek,8,Locke,Nominal,['1'],Positive
Jellinek,8,Christians,Verbal,['2'],Neutral
Jellinek,8,Magna Charta,Thematic,['3'],Neutral
Jellinek,8,Bill of Rights of,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Thematic,['3'],Neutral
Jellinek,4,Constituent Assembly,Thematic,['3'],Neutral
Jellinek,4,National Assembly,Thematic,['3'],Neutral
Jellinek,4,Congress,Thematic,['3'],Neutral
Jellinek,4,Individual states,Thematic,['3'],Neutral
Jellinek,5,Unidentified 1,Nominal,['1'],Neutral
Jellinek,6,the English people,Nominal,['1'],Neutral
Jellinek,8,the unchangeable law of nature,Thematic,['3'],Neutral
Jellinek,8,"the principles of the constitution
of England",Thematic,['3'],Neutral
Jellinek,8,their own constitutions,Thematic,['3'],Neutral
Jellinek,2,Contrat Social,Nominal,['1'],Neutral
Jellinek,7,Unidentified,Nominal,['1'],Neutral
Jellinek,5,Massachusetts Constitution Preamble,Nominal,['1'],Neutral
Jellinek,5,Maryland IV,Verbal,['2'],Neutral
Jellinek,5,Unidentified,Thematic,['3'],Neutral
Jellinek,7,Robert Browne,Nominal,['2'],Positive
Jellinek,7,John Robinson,Verbal,['2'],Positive
Jellinek,7,James I.,Thematic,['1'],Neutral
Jellinek,3,Lafayette,Nominal,['1'],Positive
Jellinek,3,Congress of the Confederation of North American free,Thematic,['3'],Neutral
Jellinek,3,Declaration of Independence,Nominal,['1'],Neutral
Jellinek,3,French Declaration,Thematic,['3'],Neutral
Jellinek,3,Declaration of Independence of the United,Thematic,['3'],Neutral
Jellinek,1,Magna Charta,Nominal,['1'],Neutral
Jellinek,1,American Declaration of Independence,Thematic,['3'],Neutral
Jellinek,1,Contrat Social,Nominal,['1'],Neutral
Jellinek,1,Declaration of Independence of the thirteen United States of North America,Thematic,['3'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,7,Unidentified,Nominal,['1'],Neutral
Jellinek,1,Bund,Thematic,['3'],Neutral
Jellinek,1,Prussian constitution,Thematic,['3'],Neutral
Jellinek,1,Austria's 'Fundamental Law of,Thematic,['3'],Neutral
Jellinek,3,Virginia,Nominal,['1'],Neutral
Jellinek,3,Lafayette,Verbal,['2'],Neutral
Jellinek,3,cahiers,Thematic,['3'],Neutral
Jellinek,3,Franklin,Nominal,['1'],Neutral
Jellinek,3,United States Senate,Nominal,['1'],Neutral
Jellinek,1,Frankfort fundamental rights,Nominal,['1'],Neutral
Jellinek,1,Austria,Nominal,['1'],Neutral
Jellinek,7,Unidentified,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,7,Jehovah,Nominal,['1'],Neutral
Jellinek,7,Jesus Christ,Verbal,['2'],Neutral
Jellinek,7,Bible,Thematic,['3'],Neutral
Jellinek,1,Unidentified,Nominal,['1'],Neutral
Jellinek,3,North American Declaration of Independence,Nominal,['1'],Positive
Jellinek,3,"Constituent
Assembly",Thematic,['3'],Neutral
Jellinek,3,United States Constitution,Nominal,['1'],Neutral
Jellinek,3,Constitution of September 3 1791,Thematic,['3'],Neutral
Jellinek,3,Lafayette,Nominal,['1'],Neutral
Jellinek,7,Puritans,Thematic,['3'],Negative
Jellinek,7,Roger Williams,Thematic,['3'],Neutral
Jellinek,7,Christians,Thematic,['3'],Neutral
Jellinek,7,Jews,Thematic,['3'],Neutral
Jellinek,7,Turks,Thematic,['3'],Neutral
Jellinek,7,Narragansett Indians,Thematic,['3'],Positive
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,7,Levellers,Nominal,['1'],Positive
Jellinek,7,Cromwell,Verbal,['2'],Neutral
Jellinek,7,Americans,Thematic,['3'],Neutral
Jellinek,3,France,Thematic,['3'],Neutral
Jellinek,3,States General,Thematic,['3'],Neutral
Jellinek,3,_cahier_ of the _Bailliage_ of,Nominal,['1'],Neutral
Jellinek,3,_cahier des tiers état_ of the city of Paris,Thematic,['3'],Neutral
Jellinek,1,Declaration of the Rights of Man,Nominal,['1'],Neutral
Jellinek,1,French constitution of,Verbal,['2'],Neutral
Jellinek,1,Constitution of November,Thematic,['3'],Neutral
Jellinek,7,Christian faith,Nominal,['1'],Neutral
Jellinek,7,English settlers,Verbal,['2'],Neutral
Jellinek,7,Roger Williams,Thematic,['2'],Positive
Jellinek,7,Fundamental Orders of Connecticut,Nominal,['1'],Positive
Jellinek,7,Word of,Thematic,['3'],Neutral
Jellinek,7,Gospel,Thematic,['4'],Neutral
Jellinek,7,Church discipline,Thematic,['4'],Neutral
Jellinek,7,Puritans,Nominal,['2'],Neutral
Jellinek,6,Unidentified,Nominal,['1'],Neutral
Jellinek,8,Puritan-Independent,Nominal,['1'],Neutral
Jellinek,8,Unidentified,Nominal,['1'],Neutral
Jellinek,6,Greeks,Nominal,['1'],Neutral
Jellinek,6,Ulpian,Verbal,['2'],Neutral
Jellinek,6,Romans,Thematic,['2'],Neutral
Jellinek,6,Locke,Nominal,['3'],Neutral
Jellinek,7,Declaration of Independence,Nominal,['1'],Neutral
Jellinek,5,Unidentified,Nominal,['1'],Neutral
Jellinek,8,American declarations of rights,Thematic,['2'],Positive
Jellinek,8,French declarations of rights,Thematic,['3'],Neutral
Jellinek,8,German National Assembly at Frankfort,Thematic,['3'],Negative
Jellinek,8,Principles of,Thematic,['3'],Neutral
Jellinek,8,English law,Nominal,['1'],Neutral
Jellinek,5,Massachusetts,Nominal,['1'],Neutral
Jellinek,6,Unidentified,Nominal,['1'],Neutral
